LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Minnesota,Non-Hispanic Black alone,2006,Percent,4
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Minnesota,Non-Hispanic Asian alone,2006,Percent,3
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Minnesota,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Minnesota,Hispanic or Latino,2006,Percent,3
State,Michigan,Total Ages 18 and Over,2006,Percent,100
State,Michigan,Non-Hispanic White alone,2006,Percent,80
State,Michigan,Non-Hispanic Black alone,2006,Percent,13
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Michigan,Non-Hispanic Asian alone,2006,Percent,2
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Michigan,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Michigan,Hispanic or Latino,2006,Percent,3
State,Massachusetts,Total Ages 18 and Over,2006,Percent,100
State,Massachusetts,Non-Hispanic White alone,2006,Percent,81
State,Massachusetts,Non-Hispanic Black alone,2006,Percent,6
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Massachusetts,Non-Hispanic Asian alone,2006,Percent,5
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Massachusetts,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Massachusetts,Hispanic or Latino,2006,Percent,7
State,Maryland,Total Ages 18 and Over,2006,Percent,100
State,Maryland,Non-Hispanic White alone,2006,Percent,60
State,Maryland,Non-Hispanic Black alone,2006,Percent,28
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Maryland,Non-Hispanic Asian alone,2006,Percent,5
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Maryland,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Maryland,Hispanic or Latino,2006,Percent,6
State,Maine,Total Ages 18 and Over,2006,Percent,100
State,Maine,Non-Hispanic White alone,2006,Percent,96
State,Maine,Non-Hispanic Black alone,2006,Percent,1
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Maine,Non-Hispanic Asian alone,2006,Percent,1
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Maine,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Maine,Hispanic or Latino,2006,Percent,1
State,Louisiana,Total Ages 18 and Over,2006,Percent,100
State,Louisiana,Non-Hispanic White alone,2006,Percent,65
State,Louisiana,Non-Hispanic Black alone,2006,Percent,29
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Louisiana,Non-Hispanic Asian alone,2006,Percent,1
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Louisiana,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Louisiana,Hispanic or Latino,2006,Percent,3
State,Kentucky,Total Ages 18 and Over,2006,Percent,100
State,Kentucky,Non-Hispanic White alone,2006,Percent,89
State,Kentucky,Non-Hispanic Black alone,2006,Percent,7
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Kentucky,Non-Hispanic Asian alone,2006,Percent,1
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Kentucky,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Kentucky,Hispanic or Latino,2006,Percent,2
State,Kansas,Total Ages 18 and Over,2006,Percent,100
State,Kansas,Non-Hispanic White alone,2006,Percent,83
State,Kansas,Non-Hispanic Black alone,2006,Percent,5
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Kansas,Non-Hispanic Asian alone,2006,Percent,2
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Kansas,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Kansas,Hispanic or Latino,2006,Percent,7
State,Iowa,Total Ages 18 and Over,2006,Percent,100
State,Iowa,Non-Hispanic White alone,2006,Percent,92
State,Iowa,Non-Hispanic Black alone,2006,Percent,2
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Iowa,Non-Hispanic Asian alone,2006,Percent,2
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Iowa,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Iowa,Hispanic or Latino,2006,Percent,3
State,Indiana,Total Ages 18 and Over,2006,Percent,100
State,Indiana,Non-Hispanic White alone,2006,Percent,85
State,Indiana,Non-Hispanic Black alone,2006,Percent,8
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Indiana,Non-Hispanic Asian alone,2006,Percent,1
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Indiana,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Indiana,Hispanic or Latino,2006,Percent,4
State,Illinois,Total Ages 18 and Over,2006,Percent,100
State,Illinois,Non-Hispanic White alone,2006,Percent,69
State,Illinois,Non-Hispanic Black alone,2006,Percent,14
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Illinois,Non-Hispanic Asian alone,2006,Percent,4
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Illinois,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Illinois,Hispanic or Latino,2006,Percent,12
State,Idaho,Total Ages 18 and Over,2006,Percent,100
State,Idaho,Non-Hispanic White alone,2006,Percent,88
State,Idaho,Non-Hispanic Black alone,2006,Percent,0
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Idaho,Non-Hispanic Asian alone,2006,Percent,1
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Idaho,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Idaho,Hispanic or Latino,2006,Percent,8
State,Hawaii,Total Ages 18 and Over,2006,Percent,100
State,Hawaii,Non-Hispanic White alone,2006,Percent,26
State,Hawaii,Non-Hispanic Black alone,2006,Percent,2
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Hawaii,Non-Hispanic Asian alone,2006,Percent,42
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,8
State,Hawaii,Non-Hispanic Two or More Race Groups,2006,Percent,15
State,Hawaii,Hispanic or Latino,2006,Percent,7
State,Georgia,Total Ages 18 and Over,2006,Percent,100
State,Georgia,Non-Hispanic White alone,2006,Percent,61
State,Georgia,Non-Hispanic Black alone,2006,Percent,28
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Georgia,Non-Hispanic Asian alone,2006,Percent,3
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Georgia,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Georgia,Hispanic or Latino,2006,Percent,7
State,Florida,Total Ages 18 and Over,2006,Percent,100
State,Florida,Non-Hispanic White alone,2006,Percent,64
State,Florida,Non-Hispanic Black alone,2006,Percent,13
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Florida,Non-Hispanic Asian alone,2006,Percent,2
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Florida,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Florida,Hispanic or Latino,2006,Percent,19
City,District of Columbia,Total Ages 18 and Over,2006,Percent,100
City,District of Columbia,Non-Hispanic White alone,2006,Percent,36
City,District of Columbia,Non-Hispanic Black alone,2006,Percent,51
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
City,District of Columbia,Non-Hispanic Asian alone,2006,Percent,4
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
City,District of Columbia,Non-Hispanic Two or More Race Groups,2006,Percent,1
City,District of Columbia,Hispanic or Latino,2006,Percent,8
State,Delaware,Total Ages 18 and Over,2006,Percent,100
State,Delaware,Non-Hispanic White alone,2006,Percent,71
State,Delaware,Non-Hispanic Black alone,2006,Percent,19
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Delaware,Non-Hispanic Asian alone,2006,Percent,3
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Delaware,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Delaware,Hispanic or Latino,2006,Percent,6
State,Connecticut,Total Ages 18 and Over,2006,Percent,100
State,Connecticut,Non-Hispanic White alone,2006,Percent,77
State,Connecticut,Non-Hispanic Black alone,2006,Percent,9
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,Connecticut,Non-Hispanic Asian alone,2006,Percent,3
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Connecticut,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Connecticut,Hispanic or Latino,2006,Percent,10
State,Colorado,Total Ages 18 and Over,2006,Percent,100
State,Colorado,Non-Hispanic White alone,2006,Percent,75
State,Colorado,Non-Hispanic Black alone,2006,Percent,4
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Colorado,Non-Hispanic Asian alone,2006,Percent,3
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Colorado,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Colorado,Hispanic or Latino,2006,Percent,17
State,California,Total Ages 18 and Over,2006,Percent,100
State,California,Non-Hispanic White alone,2006,Percent,47
State,California,Non-Hispanic Black alone,2006,Percent,6
State,California,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,0
State,California,Non-Hispanic Asian alone,2006,Percent,13
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,California,Non-Hispanic Two or More Race Groups,2006,Percent,2
State,California,Hispanic or Latino,2006,Percent,31
State,Arkansas,Total Ages 18 and Over,2006,Percent,100
State,Arkansas,Non-Hispanic White alone,2006,Percent,79
State,Arkansas,Non-Hispanic Black alone,2006,Percent,14
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Arkansas,Non-Hispanic Asian alone,2006,Percent,1
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Arkansas,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Arkansas,Hispanic or Latino,2006,Percent,4
State,Arizona,Total Ages 18 and Over,2006,Percent,100
State,Arizona,Non-Hispanic White alone,2006,Percent,66
State,Arizona,Non-Hispanic Black alone,2006,Percent,3
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,4
State,Arizona,Non-Hispanic Asian alone,2006,Percent,3
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Arizona,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Arizona,Hispanic or Latino,2006,Percent,24
State,Alaska,Total Ages 18 and Over,2006,Percent,100
State,Alaska,Non-Hispanic White alone,2006,Percent,70
State,Alaska,Non-Hispanic Black alone,2006,Percent,3
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,13
State,Alaska,Non-Hispanic Asian alone,2006,Percent,5
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,1
State,Alaska,Non-Hispanic Two or More Race Groups,2006,Percent,4
State,Alaska,Hispanic or Latino,2006,Percent,4
State,Alabama,Total Ages 18 and Over,2006,Percent,100
State,Alabama,Non-Hispanic White alone,2006,Percent,71
State,Alabama,Non-Hispanic Black alone,2006,Percent,24
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
State,Alabama,Non-Hispanic Asian alone,2006,Percent,1
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
State,Alabama,Non-Hispanic Two or More Race Groups,2006,Percent,1
State,Alabama,Hispanic or Latino,2006,Percent,3
Nation,United States,Total Ages 18 and Over,2006,Percent,100
Nation,United States,Non-Hispanic White alone,2006,Percent,69
Nation,United States,Non-Hispanic Black alone,2006,Percent,12
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2006,Percent,1
Nation,United States,Non-Hispanic Asian alone,2006,Percent,5
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2006,Percent,0
Nation,United States,Non-Hispanic Two or More Race Groups,2006,Percent,1
Nation,United States,Hispanic or Latino,2006,Percent,13
Nation,United States,Total Ages 18 and Over,2007,Percent,100
Nation,United States,Non-Hispanic White alone,2007,Percent,69
Nation,United States,Non-Hispanic Black alone,2007,Percent,12
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
Nation,United States,Non-Hispanic Asian alone,2007,Percent,5
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
Nation,United States,Non-Hispanic Two or More Race Groups,2007,Percent,1
Nation,United States,Hispanic or Latino,2007,Percent,13
State,Alabama,Total Ages 18 and Over,2007,Percent,100
State,Alabama,Non-Hispanic White alone,2007,Percent,70
State,Alabama,Non-Hispanic Black alone,2007,Percent,25
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Alabama,Non-Hispanic Asian alone,2007,Percent,1
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Alabama,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Alabama,Hispanic or Latino,2007,Percent,3
State,Alaska,Total Ages 18 and Over,2007,Percent,100
State,Alaska,Non-Hispanic White alone,2007,Percent,69
State,Alaska,Non-Hispanic Black alone,2007,Percent,3
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,13
State,Alaska,Non-Hispanic Asian alone,2007,Percent,5
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,1
State,Alaska,Non-Hispanic Two or More Race Groups,2007,Percent,4
State,Alaska,Hispanic or Latino,2007,Percent,4
State,Arizona,Total Ages 18 and Over,2007,Percent,100
State,Arizona,Non-Hispanic White alone,2007,Percent,65
State,Arizona,Non-Hispanic Black alone,2007,Percent,3
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,4
State,Arizona,Non-Hispanic Asian alone,2007,Percent,3
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Arizona,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Arizona,Hispanic or Latino,2007,Percent,24
State,Arkansas,Total Ages 18 and Over,2007,Percent,100
State,Arkansas,Non-Hispanic White alone,2007,Percent,79
State,Arkansas,Non-Hispanic Black alone,2007,Percent,14
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Arkansas,Non-Hispanic Asian alone,2007,Percent,1
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Arkansas,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Arkansas,Hispanic or Latino,2007,Percent,4
State,California,Total Ages 18 and Over,2007,Percent,100
State,California,Non-Hispanic White alone,2007,Percent,46
State,California,Non-Hispanic Black alone,2007,Percent,6
State,California,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,California,Non-Hispanic Asian alone,2007,Percent,13
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,California,Non-Hispanic Two or More Race Groups,2007,Percent,2
State,California,Hispanic or Latino,2007,Percent,32
State,Colorado,Total Ages 18 and Over,2007,Percent,100
State,Colorado,Non-Hispanic White alone,2007,Percent,75
State,Colorado,Non-Hispanic Black alone,2007,Percent,4
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Colorado,Non-Hispanic Asian alone,2007,Percent,3
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Colorado,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Colorado,Hispanic or Latino,2007,Percent,17
State,Connecticut,Total Ages 18 and Over,2007,Percent,100
State,Connecticut,Non-Hispanic White alone,2007,Percent,76
State,Connecticut,Non-Hispanic Black alone,2007,Percent,9
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Connecticut,Non-Hispanic Asian alone,2007,Percent,3
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Connecticut,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Connecticut,Hispanic or Latino,2007,Percent,11
State,Delaware,Total Ages 18 and Over,2007,Percent,100
State,Delaware,Non-Hispanic White alone,2007,Percent,71
State,Delaware,Non-Hispanic Black alone,2007,Percent,19
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Delaware,Non-Hispanic Asian alone,2007,Percent,3
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Delaware,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Delaware,Hispanic or Latino,2007,Percent,6
City,District of Columbia,Total Ages 18 and Over,2007,Percent,100
City,District of Columbia,Non-Hispanic White alone,2007,Percent,37
City,District of Columbia,Non-Hispanic Black alone,2007,Percent,50
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
City,District of Columbia,Non-Hispanic Asian alone,2007,Percent,3
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
City,District of Columbia,Non-Hispanic Two or More Race Groups,2007,Percent,2
City,District of Columbia,Hispanic or Latino,2007,Percent,8
State,Florida,Total Ages 18 and Over,2007,Percent,100
State,Florida,Non-Hispanic White alone,2007,Percent,63
State,Florida,Non-Hispanic Black alone,2007,Percent,13
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Florida,Non-Hispanic Asian alone,2007,Percent,2
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Florida,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Florida,Hispanic or Latino,2007,Percent,20
State,Georgia,Total Ages 18 and Over,2007,Percent,100
State,Georgia,Non-Hispanic White alone,2007,Percent,61
State,Georgia,Non-Hispanic Black alone,2007,Percent,28
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Georgia,Non-Hispanic Asian alone,2007,Percent,3
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Georgia,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Georgia,Hispanic or Latino,2007,Percent,7
State,Hawaii,Total Ages 18 and Over,2007,Percent,100
State,Hawaii,Non-Hispanic White alone,2007,Percent,26
State,Hawaii,Non-Hispanic Black alone,2007,Percent,2
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Hawaii,Non-Hispanic Asian alone,2007,Percent,42
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,8
State,Hawaii,Non-Hispanic Two or More Race Groups,2007,Percent,15
State,Hawaii,Hispanic or Latino,2007,Percent,7
State,Idaho,Total Ages 18 and Over,2007,Percent,100
State,Idaho,Non-Hispanic White alone,2007,Percent,88
State,Idaho,Non-Hispanic Black alone,2007,Percent,0
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Idaho,Non-Hispanic Asian alone,2007,Percent,1
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Idaho,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Idaho,Hispanic or Latino,2007,Percent,8
State,Illinois,Total Ages 18 and Over,2007,Percent,100
State,Illinois,Non-Hispanic White alone,2007,Percent,68
State,Illinois,Non-Hispanic Black alone,2007,Percent,14
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Illinois,Non-Hispanic Asian alone,2007,Percent,4
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Illinois,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Illinois,Hispanic or Latino,2007,Percent,13
State,Indiana,Total Ages 18 and Over,2007,Percent,100
State,Indiana,Non-Hispanic White alone,2007,Percent,85
State,Indiana,Non-Hispanic Black alone,2007,Percent,8
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Indiana,Non-Hispanic Asian alone,2007,Percent,1
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Indiana,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Indiana,Hispanic or Latino,2007,Percent,4
State,Iowa,Total Ages 18 and Over,2007,Percent,100
State,Iowa,Non-Hispanic White alone,2007,Percent,92
State,Iowa,Non-Hispanic Black alone,2007,Percent,2
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Iowa,Non-Hispanic Asian alone,2007,Percent,2
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Iowa,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Iowa,Hispanic or Latino,2007,Percent,3
State,Kansas,Total Ages 18 and Over,2007,Percent,100
State,Kansas,Non-Hispanic White alone,2007,Percent,83
State,Kansas,Non-Hispanic Black alone,2007,Percent,5
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Kansas,Non-Hispanic Asian alone,2007,Percent,2
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Kansas,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Kansas,Hispanic or Latino,2007,Percent,8
State,Kentucky,Total Ages 18 and Over,2007,Percent,100
State,Kentucky,Non-Hispanic White alone,2007,Percent,89
State,Kentucky,Non-Hispanic Black alone,2007,Percent,7
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Kentucky,Non-Hispanic Asian alone,2007,Percent,1
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Kentucky,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Kentucky,Hispanic or Latino,2007,Percent,2
State,Louisiana,Total Ages 18 and Over,2007,Percent,100
State,Louisiana,Non-Hispanic White alone,2007,Percent,64
State,Louisiana,Non-Hispanic Black alone,2007,Percent,29
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Louisiana,Non-Hispanic Asian alone,2007,Percent,1
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Louisiana,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Louisiana,Hispanic or Latino,2007,Percent,3
State,Maine,Total Ages 18 and Over,2007,Percent,100
State,Maine,Non-Hispanic White alone,2007,Percent,96
State,Maine,Non-Hispanic Black alone,2007,Percent,1
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Maine,Non-Hispanic Asian alone,2007,Percent,1
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Maine,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Maine,Hispanic or Latino,2007,Percent,1
State,Maryland,Total Ages 18 and Over,2007,Percent,100
State,Maryland,Non-Hispanic White alone,2007,Percent,59
State,Maryland,Non-Hispanic Black alone,2007,Percent,28
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Maryland,Non-Hispanic Asian alone,2007,Percent,5
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Maryland,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Maryland,Hispanic or Latino,2007,Percent,6
State,Massachusetts,Total Ages 18 and Over,2007,Percent,100
State,Massachusetts,Non-Hispanic White alone,2007,Percent,81
State,Massachusetts,Non-Hispanic Black alone,2007,Percent,6
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Massachusetts,Non-Hispanic Asian alone,2007,Percent,5
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Massachusetts,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Massachusetts,Hispanic or Latino,2007,Percent,7
State,Michigan,Total Ages 18 and Over,2007,Percent,100
State,Michigan,Non-Hispanic White alone,2007,Percent,80
State,Michigan,Non-Hispanic Black alone,2007,Percent,13
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Michigan,Non-Hispanic Asian alone,2007,Percent,2
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Michigan,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Michigan,Hispanic or Latino,2007,Percent,3
State,Minnesota,Total Ages 18 and Over,2007,Percent,100
State,Minnesota,Non-Hispanic White alone,2007,Percent,87
State,Minnesota,Non-Hispanic Black alone,2007,Percent,4
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Minnesota,Non-Hispanic Asian alone,2007,Percent,3
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Minnesota,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Minnesota,Hispanic or Latino,2007,Percent,3
State,Mississippi,Total Ages 18 and Over,2007,Percent,100
State,Mississippi,Non-Hispanic White alone,2007,Percent,62
State,Mississippi,Non-Hispanic Black alone,2007,Percent,34
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Mississippi,Non-Hispanic Asian alone,2007,Percent,1
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Mississippi,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Mississippi,Hispanic or Latino,2007,Percent,2
State,Missouri,Total Ages 18 and Over,2007,Percent,100
State,Missouri,Non-Hispanic White alone,2007,Percent,84
State,Missouri,Non-Hispanic Black alone,2007,Percent,11
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,0
State,Missouri,Non-Hispanic Asian alone,2007,Percent,2
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Missouri,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Missouri,Hispanic or Latino,2007,Percent,3
State,Montana,Total Ages 18 and Over,2007,Percent,100
State,Montana,Non-Hispanic White alone,2007,Percent,90
State,Montana,Non-Hispanic Black alone,2007,Percent,0
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,5
State,Montana,Non-Hispanic Asian alone,2007,Percent,1
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
State,Montana,Non-Hispanic Two or More Race Groups,2007,Percent,1
State,Montana,Hispanic or Latino,2007,Percent,2
State,Nebraska,Total Ages 18 and Over,2007,Percent,100
State,Nebraska,Non-Hispanic White alone,2007,Percent,87
State,Nebraska,Non-Hispanic Black alone,2007,Percent,4
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2007,Percent,1
State,Nebraska,Non-Hispanic Asian alone,2007,Percent,2
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2007,Percent,0
